,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
44779,2886744-20230105,2886744,357869,4,"SILKROAD TECHNOLOGY, INC.","SILKROAD TECHNOLOGY, INC.",311 W MONROE ST 4 402,CHICAGO,IL,60606,42.0,,42-,,1010,Limited Business License,1096,Web / Software Development,2886744,C_LOC,01/04/2023,01/04/2023,01/04/2023,N,01/05/2023,11/15/2024,01/04/2023,01/05/2023,AAI,,,41.880527592,-87.635623854,"(41.88052759161976, -87.63562385358797)"
44780,2886742-20230105,2886742,492956,1,"LUGBILL DESIGNS, LLC",LUGBILL DESIGNS,7005 N GLENWOOD AVE,CHICAGO,IL,60626,49.0,,49-,,4404,Regulated Business License,754 | 767,Residential Construction / Minor Home Repair Services | Retail Sales of General Merchandise and Non-Perishable Food,2886742,ISSUE,01/04/2023,01/04/2023,01/04/2023,N,01/05/2023,01/15/2025,01/04/2023,01/05/2023,AAI,,24.0,42.009313236,-87.665638905,"(42.00931323601546, -87.66563890450738)"
44810,2626176-20221016,2866539,431200,1,"SCRIPPS NETWORKS, LLC","SCRIPPS NETWORKS, LLC",180 N STETSON AVE 33 3300,CHICAGO,IL,60601,42.0,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2626176,RENEW,,08/15/2022,11/08/2022,N,10/16/2022,10/15/2024,11/08/2022,01/05/2023,AAI,,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
44824,2872432-20230116,2881634,472760,2,"CICERO CONNECTIONS, INC",GET CONNECTED,517 S CICERO AVE,CHICAGO,IL,60644,24.0,,24-,,1010,Limited Business License,767 | 772 | 922,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of New Electronics and Accessories | Retail Sales of Cell Phones and Accessories,2872432,RENEW,,11/15/2022,01/05/2023,N,01/16/2023,01/15/2025,01/05/2023,01/06/2023,AAI,,,41.873476104,-87.744865006,"(41.87347610432255, -87.74486500553076)"
44825,2882090-20230106,2882090,492117,1,BILLINCOLN PARK INC.,CRUMBL COOKIES,2321 N LINCOLN AVE,CHICAGO,IL,60614,43.0,,43-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2882090,ISSUE,11/25/2022,11/25/2022,12/12/2022,N,01/06/2023,01/15/2025,01/05/2023,01/06/2023,AAI,,35.0,41.92420792,-87.646818109,"(41.924207920242395, -87.6468181094676)"
44839,2886797-20230106,2886797,493019,1,REY TO Z LLC,REY TO Z,2217 W ROSCOE ST 1 1,CHICAGO,IL,60618,32.0,,32-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2886797,ISSUE,01/05/2023,01/05/2023,01/05/2023,N,01/06/2023,01/15/2025,01/05/2023,01/06/2023,AAI,,,41.943037259,-87.684030923,"(41.943037259212566, -87.6840309229016)"
44844,2738726-20221116,2869295,34635,3,MEEST EUROPE INC,MEEST KARPATY,6725 W BELMONT AVE,CHICAGO,IL,60634,36.0,,36-,,1010,Limited Business License,806,Shipping / Printing Services,2738726,RENEW,,09/15/2022,01/05/2023,N,11/16/2022,11/15/2024,01/05/2023,01/06/2023,AAI,,,41.938070552,-87.794324491,"(41.93807055228274, -87.79432449053859)"
44851,2189443-20230216,2885110,375955,1,JALPA INC,KFC,4804 N SHERIDAN RD 1 4804,CHICAGO,IL,60640,46.0,,46-,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2189443,RENEW,,12/15/2022,01/05/2023,N,02/16/2023,02/15/2025,01/05/2023,01/06/2023,AAI,,34.0,41.969256657,-87.654972657,"(41.969256657396244, -87.65497265731545)"
44854,2754084-20230116,2881288,470703,1,"THE ROOTED SPACE, LLC",THE ROOTED SPACE,1803 W BYRON ST 2 201,CHICAGO,IL,60613,47.0,,47-,,1023,Children's Services Facility License,951 | 953,Instruction in Dance for Children Under 18 Years of Age | Instruction in Dance for Both Children and Adults (Less Than 40% Children),2754084,RENEW,,11/15/2022,01/05/2023,N,01/16/2023,01/15/2025,01/05/2023,01/06/2023,AAI,,38.0,41.952284335,-87.674331411,"(41.95228433463592, -87.67433141138329)"
44857,2882755-20230106,2882755,492629,1,SUGAR BEET INC.,SCHOOLHOUSE KITCHEN + STUDIO,4410 N MILWAUKEE AVE,CHICAGO,IL,60630,45.0,,45-,,1023,Children's Services Facility License,749,Rental of Location for Children's Birthday Parties,2882755,ISSUE,12/14/2022,12/14/2022,12/14/2022,N,01/06/2023,01/15/2025,01/06/2023,01/06/2023,AAI,,,41.960889491,-87.754873891,"(41.960889491123275, -87.75487389098811)"
44869,2886813-20230106,2886813,493034,1,"ABE GT & ASSOCIATES, INC.","ABE GT & ASSOCIATES, INC.",7823 S WESTERN AVE,CHICAGO,IL,60620,18.0,,18-,,1010,Limited Business License,703 | 708,Advertising / Marketing / Sales Office | Miscellaneous Commercial Services,2886813,ISSUE,01/05/2023,01/05/2023,01/05/2023,N,01/06/2023,01/15/2025,01/05/2023,01/06/2023,AAI,,,41.751220213,-87.682731684,"(41.75122021257649, -87.68273168443686)"
44892,2886796-20230109,2886796,315949,2,"HOME FOR GOOD SENIOR CARE,INC.","HOME FOR GOOD SENIOR CARE, INC.",5765 N LINCOLN AVE 2 27,CHICAGO,IL,60659,40.0,,40-,,1010,Limited Business License,464,Provide Home Health Care Services,2886796,C_LOC,01/05/2023,01/05/2023,01/07/2023,N,01/09/2023,02/15/2025,01/07/2023,01/09/2023,AAI,,,41.986351983,-87.700358332,"(41.98635198304076, -87.70035833213127)"
44907,2762851-20230116,2881378,472186,1,"ROBERTO'S JEWELERS, CORP.","ROBERTO'S JEWELERS, CORP.",7005 W HIGGINS AVE,CHICAGO,IL,60656,41.0,,41-,,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2762851,RENEW,,11/15/2022,01/07/2023,N,01/16/2023,01/15/2025,01/07/2023,01/09/2023,AAI,,,41.980057709,-87.802623381,"(41.980057709289554, -87.80262338123612)"
44914,2738444-20230116,2880260,317742,3,D.C. MEDICAL SUPPLIES COMPANY,D C MEDICAL SUPPLIES COMPANY,2419 W MADISON ST 1,CHICAGO,IL,60612,27.0,,27-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2738444,RENEW,,11/15/2022,01/09/2023,N,01/16/2023,01/15/2025,01/09/2023,01/09/2023,AAI,,,41.881044924,-87.687149234,"(41.88104492367347, -87.68714923437726)"
44922,2766573-20230116,2881423,472261,1,MADISON FOODS AND FISH MARKET INC.,MADISON FOODS AND FISH MARKET INC.,3407 W MADISON ST,CHICAGO,IL,60624,28.0,,28-,,1006,Retail Food Establishment,736 | 766 | 767 | 775 | 904,"Preparation of Food, Coffee or Drinks | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise",2766573,RENEW,,11/15/2022,01/06/2023,N,01/16/2023,01/15/2025,01/06/2023,01/09/2023,AAI,,,41.880804615,-87.711375496,"(41.8808046152, -87.71137549591673)"
44935,2758229-20221216,2876243,471631,1,TAQUERIA CHINGON LLC,TAQUERIA CHINGON,2234 N WESTERN AVE,CHICAGO,IL,60647,1.0,,1-,,1006,Retail Food Establishment,781 | 1050,Sale of Food Prepared Onsite With Dining Area | Preparation and Sale of Coffee and/or Drinks,2758229,RENEW,,10/15/2022,10/27/2022,N,12/16/2022,12/15/2024,10/27/2022,10/28/2022,AAI,,33.0,41.922650691,-87.687719672,"(41.92265069127367, -87.68771967162458)"
44950,2622039-20220916,2861699,430691,1,JESSICA HOYOS,TOAST TO PAINT,7185 W BLOOMINGDALE AVE,CHICAGO,IL,60707,29.0,,29-,25.0,1010,Limited Business License,682 | 904,Instruction in Art for Both Children and Adults (Less Than 40% Children) | Retail Sales of General Merchandise,2622039,RENEW,,07/15/2022,09/06/2022,N,09/16/2022,09/15/2024,09/06/2022,09/07/2022,AAI,,,41.912424528,-87.805560826,"(41.912424528413, -87.8055608263228)"
44956,2876908-20230110,2876908,491160,1,ALMOST HOME TAVERN & GRILL LLC,ALMOST HOME TAVERN & GRILL,3801-3809 N CLARK ST FIRST,CHICAGO,IL,60613,44.0,,44-,,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2876908,ISSUE,10/25/2022,10/27/2022,10/25/2022,N,01/10/2023,01/15/2025,01/10/2023,01/10/2023,AAI,,17.0,41.951175556,-87.659541802,"(41.95117555641557, -87.65954180248546)"
44957,2881680-20230110,2881680,491840,1,THE CRUSTA LLC,THE CRUSTA,135 N KEDZIE AVE 1,CHICAGO,IL,60612,27.0,,27-,12.0,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2881680,ISSUE,11/15/2022,11/17/2022,11/15/2022,N,01/10/2023,01/15/2025,01/10/2023,01/10/2023,AAI,,,41.883905097,-87.706059251,"(41.88390509704504, -87.70605925083947)"
44959,2632000-20221116,2871475,432784,1,HAIR BY TITO & MIKE INC,HAIR BY TITO & MIKE INC,4869 N ELSTON AVE IST,CHICAGO,IL,60630,39.0,,39-,,1010,Limited Business License,894,Hair Services,2632000,RENEW,,09/15/2022,01/09/2023,N,11/16/2022,11/15/2024,01/09/2023,01/10/2023,AAI,,,41.969433292,-87.742080004,"(41.96943329237551, -87.74208000363444)"
44964,2845486-20230516,2900326,485228,1,A.A.A. FOOD AND MINI MART INC.,A.A.A. FOOD AND MINI MART,5300 W HARRISON ST,CHICAGO,IL,60644,29.0,,29-,,1781,Tobacco,776 | 936 | 937,Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products,2845486,RENEW,,03/15/2023,05/18/2023,N,05/16/2023,05/15/2024,05/18/2023,05/18/2023,AAI,,,41.873023631,-87.757523175,"(41.87302363142662, -87.75752317492451)"
44968,2744656-20221016,2866828,468994,1,JAMRA HOSPITALITY LLC,EVETTE'S LINCOLN PARK,350 W ARMITAGE AVE,CHICAGO,IL,60614,43.0,,43-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2744656,RENEW,,08/15/2022,10/25/2022,N,10/16/2022,10/15/2024,10/25/2022,01/10/2023,AAI,,,41.918437939,-87.638426328,"(41.91843793897503, -87.63842632810974)"
44975,2771203-20230216,2886102,473015,1,LBC MUNDIAL CORPORATION,LBC MUNDIAL CORPORATION,5748 N CALIFORNIA AVE,CHICAGO,IL,60659,40.0,,40-,,1010,Limited Business License,806,Shipping / Printing Services,2771203,RENEW,,12/15/2022,01/09/2023,N,02/16/2023,02/15/2025,01/09/2023,01/10/2023,AAI,,,41.986421381,-87.699413618,"(41.98642138114533, -87.69941361771876)"
44977,2641885-20230116,2881213,455517,1,JDAVILA CORPORATION INC.,DAVILA INCOMETAX,4012 W ARMITAGE AVE,CHICAGO,IL,60639,26.0,,26-,,1010,Limited Business License,197 | 708,Tax Preparation Services | Miscellaneous Commercial Services,2641885,RENEW,,11/15/2022,01/09/2023,N,01/16/2023,01/15/2025,01/09/2023,01/10/2023,AAI,,,41.917268251,-87.727172335,"(41.917268250889514, -87.72717233452015)"
44986,2762343-20230116,2881330,471887,1,EVER YOURS HOSPITALITY LLC,DEAR MARGARET,2965 N LINCOLN AVE,CHICAGO,IL,60657,32.0,,32-,,1006,Retail Food Establishment,735 | 767 | 782 | 1050,Preparation of Food and Dining on Premise With Seating | Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite Without Dining Area | Preparation and Sale of Coffee and/or Drinks,2762343,RENEW,,11/15/2022,01/09/2023,N,01/16/2023,01/15/2025,01/09/2023,01/10/2023,AAI,,27.0,41.93585162,-87.663107967,"(41.9358516200296, -87.66310796652628)"
44994,2882623-20230110,2882623,492513,1,"Y.O.U. FITNESS, LLC",Y.O.U. FITNESS,1748 N KIMBALL AVE 2ND 207,CHICAGO,IL,60647,26.0,,26-,,1010,Limited Business License,842,Training in Gymnastics for Both Children and Adults (Less Than 40% Children),2882623,ISSUE,12/09/2022,12/09/2022,01/09/2023,N,01/10/2023,01/15/2025,01/09/2023,01/10/2023,AAI,,,41.913251292,-87.711933993,"(41.91325129152261, -87.71193399322668)"
45005,2797478-20230116,2880879,411749,4,BIRRIERIA Y TAQUERIA EL ARANDAS LLC,BIRRIERIA Y TAQUERIA EL ARANDAS,5307 S JUSTINE ST,CHICAGO,IL,60609,16.0,,16-,,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2797478,RENEW,,11/15/2022,01/10/2023,N,01/16/2023,01/15/2025,,01/10/2023,AAI,,,41.797432603,-87.663315476,"(41.797432602862884, -87.66331547606565)"
45014,2517489-20220916,2858270,62544,38,HYATT CORPORATION,HYATT,150 N RIVERSIDE PLZ 7-17,CHICAGO,IL,60606,42.0,,42-,1.0,1010,Limited Business License,602,Administrative Commercial Office,2517489,RENEW,,07/15/2022,08/19/2022,N,09/16/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,,41.885089456,-87.638405594,"(41.88508945576888, -87.63840559417186)"
45019,2517638-20220916,2858271,62544,38,HYATT CORPORATION,HYATT,150 N RIVERSIDE PLZ 7-17,CHICAGO,IL,60606,42.0,,42-,1.0,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2517638,RENEW,,07/15/2022,08/19/2022,N,09/16/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,,41.885089456,-87.638405594,"(41.88508945576888, -87.63840559417186)"
45023,2827520-20230216,2884441,359799,4,YOUNG K. KIM,1111 CLEANERS,1111 S WABASH AVE 1 RECEIVING,CHICAGO,IL,60605,4.0,,4-,,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,2827520,RENEW,,12/15/2022,01/10/2023,N,02/16/2023,02/15/2025,01/10/2023,01/11/2023,AAI,,,41.868896216,-87.625717074,"(41.868896216201364, -87.62571707428573)"
45045,2873113-20230111,2873113,488444,2,"ROWAN, INC.","HEY ROWAN, INC.",435 N MICHIGAN AVE,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,911 | 923,Retail Sales of Clothing / Accessories / Shoes | Retail Sales of Jewelry and Jewelry Repair,2873113,ISSUE,10/04/2022,10/04/2022,10/06/2022,N,01/11/2023,08/15/2024,10/06/2022,01/11/2023,AAI,,,41.89042416,-87.623965478,"(41.89042415977223, -87.623965477756)"
45052,2550530-20220916,2858269,62544,38,HYATT CORPORATION,HYATT,150 N RIVERSIDE PLZ 7-17,CHICAGO,IL,60606,42.0,,42-,1.0,8343,Food - Shared Kitchen - Supplemental,803,Operation of a Shared Kitchen - Secondary to Primary Business (Supplemental),2550530,RENEW,,07/15/2022,08/19/2022,N,09/16/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,,41.885089456,-87.638405594,"(41.88508945576888, -87.63840559417186)"
45069,2505861-20230116,2886915,412220,1,BRILLIANT EARTH LLC,BRILLIANT EARTH,34 E OAK ST 2,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2505861,RENEW,,01/10/2023,01/10/2023,N,01/16/2023,01/15/2025,01/10/2023,01/11/2023,AAI,,,41.900876076,-87.627071124,"(41.90087607617737, -87.62707112396201)"
45081,2766931-20230216,2885978,472499,1,RAFFI'S LOCALE ITALIAN CUCINA INC,RAFFI'S LOCALE ITALIAN CUCINA INC,7547 W IRVING PARK RD 1,CHICAGO,IL,60634,38.0,,38-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2766931,RENEW,,12/15/2022,01/10/2023,N,02/16/2023,02/15/2025,01/10/2023,01/11/2023,AAI,,,41.952437397,-87.816495527,"(41.95243739681394, -87.81649552747085)"
45092,2664174-20230116,2880961,412351,2,"FOUR STAR RESTAURANT GROUP, LLC",CHICK-FIL-A,6850 N OLCOTT AVE,CHICAGO,IL,60631,41.0,4.0,41-4,16.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2664174,RENEW,,11/15/2022,01/11/2023,N,01/16/2023,01/15/2025,,01/11/2023,AAI,,,42.005766904,-87.813839828,"(42.00576690418012, -87.8138398279685)"
45105,2766557-20230116,2881412,472251,1,"CHANDLER CLEANERS &TAILOR, LLC","CHANDLER CLEANERS &TAILOR, LLC",450 E WATERSIDE DR 1 FRONT,CHICAGO,IL,60601,42.0,,42-,,4404,Regulated Business License,631 | 648,Clothing Alterations | Dry Cleaning - Drop Off Location,2766557,RENEW,,11/15/2022,01/12/2023,N,01/16/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.887054336,-87.61546865,"(41.88705433554247, -87.61546864991557)"
45120,2886983-20230112,2886983,493175,1,LILI A. FLORES,HAIRSTUDY,2301 N CLARK ST  18,CHICAGO,IL,60614,43.0,,43-,,1010,Limited Business License,894,Hair Services,2886983,ISSUE,01/11/2023,01/11/2023,01/11/2023,N,01/12/2023,01/15/2025,01/11/2023,01/12/2023,AAI,,23.0,41.923906304,-87.639286696,"(41.92390630404291, -87.63928669557026)"
45123,2183478-20220616,2842541,217787,3,"ATELIER JOUVENCE STONECARVING, INC.","ATELIER JOUVENCE STONECARVING, INC.",3233 S KOLIN AVE 1,CHICAGO,IL,60623,22.0,,22-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2183478,RENEW,,04/15/2022,01/11/2023,N,06/16/2022,06/15/2024,01/11/2023,01/12/2023,AAI,,,41.833975487,-87.732631504,"(41.833975486503604, -87.73263150398368)"
45125,2595985-20230216,2885679,427561,1,HARRIS ASSOCIATES L.P.,HARRIS ASSOCIATES L.P.,111 S WACKER DR 46TH 4600,CHICAGO,IL,60606,42.0,,42-,1.0,1010,Limited Business License,602 | 897,Administrative Commercial Office | Financial Services Commercial Office,2595985,RENEW,,12/15/2022,01/11/2023,N,02/16/2023,02/15/2025,01/11/2023,01/12/2023,AAI,,,41.880334099,-87.636580238,"(41.88033409920658, -87.63658023772034)"
45137,2886498-20230112,2886498,395364,2,YASSA AFRICAN RESTAURANT INC.,YASSA AFRICAN RESTAURANT,5612 S INDIANA AVE,CHICAGO,IL,60637,20.0,31.0,20-31,2.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2886498,ISSUE,12/20/2022,12/20/2022,12/20/2022,N,01/12/2023,01/15/2025,,01/12/2023,AAI,,,41.792489052,-87.620935878,"(41.792489051659736, -87.62093587789872)"
45138,2762790-20230116,2881366,472135,1,SUSHI KOI INC,SUSHI KOI,2156 N CLYBOURN AVE,CHICAGO,IL,60614,2.0,,2-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2762790,RENEW,,11/15/2022,01/12/2023,N,01/16/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.920513536,-87.663082119,"(41.92051353555901, -87.66308211916433)"
45141,2886981-20230112,2886981,493174,1,"CABANA SALON 3, LLC",CABANA SALON,2828 S WALLACE ST 1ST FLOOR STORE,CHICAGO,IL,60616,11.0,,11-,,4404,Regulated Business License,827 | 904,Tanning Facility | Retail Sales of General Merchandise,2886981,ISSUE,01/11/2023,01/11/2023,01/11/2023,N,01/12/2023,01/15/2025,01/11/2023,01/12/2023,AAI,,,41.842702175,-87.641666542,"(41.84270217466812, -87.6416665422165)"
45156,2152195-20221216,2874691,332997,2,"AL-AMIR BAKERY, INC.",SANABEL BAKERY,4207-4211 N KEDZIE AVE 1,CHICAGO,IL,60618,33.0,,33-,,1007,Wholesale Food Establishment,864,Wholesale Food Sales,2152195,RENEW,,10/15/2022,01/12/2023,N,12/16/2022,12/15/2024,01/12/2023,01/12/2023,AAI,,60.0,41.957814602,-87.707991443,"(41.957814601626694, -87.70799144267416)"
45174,2868378-20230112,2868378,489505,1,BODEGA BAY MART INC.,BODEGA  BAY MART,2007 W NORTH AVE,CHICAGO,IL,60647,1.0,,1-,,1006,Retail Food Establishment,736 | 766 | 767 | 775 | 904,"Preparation of Food, Coffee or Drinks | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise",2868378,ISSUE,09/08/2022,09/08/2022,09/09/2022,N,01/12/2023,01/15/2025,01/11/2023,01/12/2023,AAI,,33.0,41.910363707,-87.677918649,"(41.91036370650572, -87.67791864931262)"
45183,2886551-20230113,2886551,492811,1,"PULASKI FOOD & FUEL, INC.",SHELL,2001-2011 N PULASKI RD,CHICAGO,IL,60639,26.0,,26-,,1006,Retail Food Establishment,736,"Preparation of Food, Coffee or Drinks",2886551,ISSUE,12/22/2022,12/22/2022,12/22/2022,N,01/13/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.917216201,-87.72641457,"(41.91721620055385, -87.72641456983929)"
45197,2802565-20220616,2844330,406956,2,ADAM M. FEATHER,ADAM M. FEATHER,3745 N MAGNOLIA AVE,CHICAGO,IL,60613,44.0,32.0,44-32,19.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2802565,RENEW,,04/15/2022,01/12/2023,N,06/16/2022,06/15/2024,,01/12/2023,AAI,,17.0,41.950267229,-87.660320912,"(41.95026722900539, -87.66032091219576)"
45201,2862626-20221216,2875965,454667,3,THE WAX AND SKIN LOUNGE LLC,THE WAX AND SKIN LOUNGE,1021 W LAKE ST GROUND,CHICAGO,IL,60607,27.0,,27-,,1010,Limited Business License,767 | 896 | 956,Retail Sales of General Merchandise and Non-Perishable Food | Skincare Services | Provide Waxing Services,2862626,RENEW,,10/15/2022,01/13/2023,N,12/16/2022,12/15/2024,01/13/2023,01/13/2023,AAI,,,41.885457345,-87.653068929,"(41.885457345455634, -87.65306892942607)"
45211,2766741-20230116,2881482,472381,1,ACADEMIC COACH LLC,ACADEMIC COACH LLC,818 E 106TH ST,CHICAGO,IL,60628,9.0,,9-,,4404,Regulated Business License,1062,Educational Consulting / Language Consultant (Home Based Business),2766741,RENEW,,11/15/2022,01/12/2023,N,01/16/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.702101548,-87.603052106,"(41.70210154848645, -87.60305210579382)"
45251,2886828-20230112,2886828,493053,1,SI MOTORS LLC,SI MOTORS,5292 N NORTHWEST HWY,CHICAGO,IL,60630,45.0,,45-,,1009,Manufacturing Establishments,651,"Manufacturing of Electrical Equipment, Appliances and Components",2886828,ISSUE,01/06/2023,01/06/2023,01/06/2023,N,01/12/2023,01/15/2025,01/11/2023,01/12/2023,AAI,,,41.976594628,-87.771196925,"(41.97659462752888, -87.77119692450799)"
45254,2886552-20230113,2886552,492811,1,"PULASKI FOOD & FUEL, INC.",SHELL,2001-2011 N PULASKI RD,CHICAGO,IL,60639,26.0,,26-,,1275,Filling Station,666 | 767,Operation of a Fuel Filling Station | Retail Sales of General Merchandise and Non-Perishable Food,2886552,ISSUE,12/22/2022,12/22/2022,12/22/2022,N,01/13/2023,01/15/2025,01/12/2023,01/13/2023,AAI,,,41.917216201,-87.72641457,"(41.91721620055385, -87.72641456983929)"
45272,2857144-20220707,2857144,407314,2,ROMAN RICHARD KAWKA,ROMAN RICHARD KAWKA,2619 W AGATITE AVE,CHICAGO,IL,60625,47.0,40.0,47-40,19.0,4406,Peddler License,915,"Street Performer, Moving Along the Public Way (Special)",2857144,ISSUE,07/07/2022,07/07/2022,07/07/2022,N,07/07/2022,06/15/2024,,01/15/2023,AAI,,,41.962079795,-87.694397731,"(41.96207979477011, -87.6943977313742)"
45279,2886738-20230117,2886738,492947,1,CAITLIN C LLC,CITY & SHORE- C I T Y,1431 W HUBBARD ST  202,CHICAGO,IL,60642,27.0,,27-,,1010,Limited Business License,894,Hair Services,2886738,ISSUE,01/04/2023,01/04/2023,01/16/2023,N,01/17/2023,02/15/2025,01/16/2023,01/17/2023,AAI,,,41.889831804,-87.663493361,"(41.88983180418674, -87.6634933609208)"
45286,2646193-20230216,2885795,455851,1,XS TENNIS & EDUCATION FOUNDATION,XS TENNIS & EDUCATION FOUNDATION,5336 S STATE ST,CHICAGO,IL,60609,3.0,,3-,2.0,4404,Regulated Business License,670,Health Club,2646193,RENEW,,12/15/2022,01/15/2023,N,02/16/2023,02/15/2025,01/15/2023,01/17/2023,AAI,,,41.797200279,-87.625913914,"(41.79720027934307, -87.62591391377782)"
45297,2518000-20230316,2889677,414783,1,ADVANCE SECURITY RESOURCES LLC,ADVANCE SECURITY RESOURCES LLC,2125 W 24TH ST 2,CHICAGO,IL,60608,25.0,,25-,,4404,Regulated Business License,724,Other Home Based Businesses,2518000,RENEW,,01/15/2023,01/16/2023,N,03/16/2023,03/15/2025,01/16/2023,01/17/2023,AAI,,,41.848386417,-87.679260339,"(41.84838641699888, -87.67926033945447)"
